ID	Individual	EXPERIMENT	RUN	FASTQ_URI	Factor_Value_disease	Factor_Value_cell_type
HP1504101T2D_G24	HP1504101T2D	ERX1700954	ERR1630621	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630621/ERR1630621.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_G3	HP1504101T2D	ERX1700955	ERR1630622	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630622/ERR1630622.fastq.gz	type II diabetes mellitus	gamma cell
HP1504101T2D_G4	HP1504101T2D	ERX1700956	ERR1630623	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630623/ERR1630623.fastq.gz	type II diabetes mellitus	gamma cell
HP1504101T2D_G7	HP1504101T2D	ERX1700959	ERR1630626	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630626/ERR1630626.fastq.gz	type II diabetes mellitus	not applicable
HP1504101T2D_G8	HP1504101T2D	ERX1700960	ERR1630627	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630627/ERR1630627.fastq.gz	type II diabetes mellitus	gamma cell
HP1504101T2D_G9	HP1504101T2D	ERX1700961	ERR1630628	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630628/ERR1630628.fastq.gz	type II diabetes mellitus	gamma cell
HP1504101T2D_H1	HP1504101T2D	ERX1700962	ERR1630629	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630629/ERR1630629.fastq.gz	type II diabetes mellitus	gamma cell
HP1504101T2D_H14	HP1504101T2D	ERX1700967	ERR1630634	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630634/ERR1630634.fastq.gz	type II diabetes mellitus	gamma cell
HP1504101T2D_H15	HP1504101T2D	ERX1700968	ERR1630635	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630635/ERR1630635.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_H17	HP1504101T2D	ERX1700970	ERR1630637	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630637/ERR1630637.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_H18	HP1504101T2D	ERX1700971	ERR1630638	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630638/ERR1630638.fastq.gz	type II diabetes mellitus	ductal cell
HP1504101T2D_H2	HP1504101T2D	ERX1700973	ERR1630640	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630640/ERR1630640.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_H20	HP1504101T2D	ERX1700974	ERR1630641	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630641/ERR1630641.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_H21	HP1504101T2D	ERX1700975	ERR1630642	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630642/ERR1630642.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_H22	HP1504101T2D	ERX1700976	ERR1630643	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630643/ERR1630643.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_H23	HP1504101T2D	ERX1700977	ERR1630644	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630644/ERR1630644.fastq.gz	type II diabetes mellitus	beta cell
HP1504101T2D_H24	HP1504101T2D	ERX1700978	ERR1630645	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630645/ERR1630645.fastq.gz	type II diabetes mellitus	gamma cell
HP1504101T2D_H4	HP1504101T2D	ERX1700980	ERR1630647	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630647/ERR1630647.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_H5	HP1504101T2D	ERX1700981	ERR1630648	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630648/ERR1630648.fastq.gz	type II diabetes mellitus	delta cell
HP1504101T2D_H6	HP1504101T2D	ERX1700982	ERR1630649	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630649/ERR1630649.fastq.gz	type II diabetes mellitus	beta cell
HP1504101T2D_H7	HP1504101T2D	ERX1700983	ERR1630650	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630650/ERR1630650.fastq.gz	type II diabetes mellitus	unclassified cell
HP1504101T2D_H8	HP1504101T2D	ERX1700984	ERR1630651	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630651/ERR1630651.fastq.gz	type II diabetes mellitus	not applicable
HP1504101T2D_H9	HP1504101T2D	ERX1700985	ERR1630652	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630652/ERR1630652.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_I1	HP1504101T2D	ERX1700986	ERR1630653	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630653/ERR1630653.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_I10	HP1504101T2D	ERX1700987	ERR1630654	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630654/ERR1630654.fastq.gz	type II diabetes mellitus	gamma cell
HP1504101T2D_I14	HP1504101T2D	ERX1700991	ERR1630658	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630658/ERR1630658.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_I15	HP1504101T2D	ERX1700992	ERR1630659	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630659/ERR1630659.fastq.gz	type II diabetes mellitus	gamma cell
HP1504101T2D_I16	HP1504101T2D	ERX1700993	ERR1630660	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630660/ERR1630660.fastq.gz	type II diabetes mellitus	gamma cell
HP1504101T2D_I17	HP1504101T2D	ERX1700994	ERR1630661	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630661/ERR1630661.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_I18	HP1504101T2D	ERX1700995	ERR1630662	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630662/ERR1630662.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_I2	HP1504101T2D	ERX1700997	ERR1630664	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630664/ERR1630664.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_I20	HP1504101T2D	ERX1700998	ERR1630665	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630665/ERR1630665.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_I22	HP1504101T2D	ERX1701000	ERR1630667	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630667/ERR1630667.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_I23	HP1504101T2D	ERX1701001	ERR1630668	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630668/ERR1630668.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_I24	HP1504101T2D	ERX1701002	ERR1630669	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630669/ERR1630669.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_I5	HP1504101T2D	ERX1701005	ERR1630672	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630672/ERR1630672.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_I6	HP1504101T2D	ERX1701006	ERR1630673	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630673/ERR1630673.fastq.gz	type II diabetes mellitus	acinar cell
HP1504101T2D_I7	HP1504101T2D	ERX1701007	ERR1630674	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630674/ERR1630674.fastq.gz	type II diabetes mellitus	gamma cell
HP1504101T2D_I8	HP1504101T2D	ERX1701008	ERR1630675	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630675/ERR1630675.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_I9	HP1504101T2D	ERX1701009	ERR1630676	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630676/ERR1630676.fastq.gz	type II diabetes mellitus	not applicable
HP1504101T2D_J1	HP1504101T2D	ERX1701010	ERR1630677	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630677/ERR1630677.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_J10	HP1504101T2D	ERX1701011	ERR1630678	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630678/ERR1630678.fastq.gz	type II diabetes mellitus	not applicable
HP1504101T2D_J11	HP1504101T2D	ERX1701012	ERR1630679	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630679/ERR1630679.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_J13	HP1504101T2D	ERX1701014	ERR1630681	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630681/ERR1630681.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_J14	HP1504101T2D	ERX1701015	ERR1630682	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630682/ERR1630682.fastq.gz	type II diabetes mellitus	delta cell
HP1504101T2D_J15	HP1504101T2D	ERX1701016	ERR1630683	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630683/ERR1630683.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_J16	HP1504101T2D	ERX1701017	ERR1630684	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630684/ERR1630684.fastq.gz	type II diabetes mellitus	acinar cell
HP1504101T2D_J18	HP1504101T2D	ERX1701019	ERR1630686	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630686/ERR1630686.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_J2	HP1504101T2D	ERX1701021	ERR1630688	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630688/ERR1630688.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_J20	HP1504101T2D	ERX1701022	ERR1630689	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630689/ERR1630689.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_J22	HP1504101T2D	ERX1701024	ERR1630691	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630691/ERR1630691.fastq.gz	type II diabetes mellitus	gamma cell
HP1504101T2D_J24	HP1504101T2D	ERX1701026	ERR1630693	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630693/ERR1630693.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_J3	HP1504101T2D	ERX1701027	ERR1630694	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630694/ERR1630694.fastq.gz	type II diabetes mellitus	gamma cell
HP1504101T2D_J5	HP1504101T2D	ERX1701029	ERR1630696	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630696/ERR1630696.fastq.gz	type II diabetes mellitus	gamma cell
HP1504101T2D_J7	HP1504101T2D	ERX1701031	ERR1630698	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630698/ERR1630698.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_J9	HP1504101T2D	ERX1701033	ERR1630700	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630700/ERR1630700.fastq.gz	type II diabetes mellitus	gamma cell
HP1504101T2D_K10	HP1504101T2D	ERX1701035	ERR1630702	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630702/ERR1630702.fastq.gz	type II diabetes mellitus	acinar cell
HP1504101T2D_K11	HP1504101T2D	ERX1701036	ERR1630703	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630703/ERR1630703.fastq.gz	type II diabetes mellitus	not applicable
HP1504101T2D_K12	HP1504101T2D	ERX1701037	ERR1630704	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630704/ERR1630704.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_K17	HP1504101T2D	ERX1701042	ERR1630709	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630709/ERR1630709.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_K18	HP1504101T2D	ERX1701043	ERR1630710	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630710/ERR1630710.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_K19	HP1504101T2D	ERX1701044	ERR1630711	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630711/ERR1630711.fastq.gz	type II diabetes mellitus	acinar cell
HP1504101T2D_K2	HP1504101T2D	ERX1701045	ERR1630712	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630712/ERR1630712.fastq.gz	type II diabetes mellitus	gamma cell
HP1504101T2D_K20	HP1504101T2D	ERX1701046	ERR1630713	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630713/ERR1630713.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_K22	HP1504101T2D	ERX1701048	ERR1630715	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630715/ERR1630715.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_K23	HP1504101T2D	ERX1701049	ERR1630716	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630716/ERR1630716.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_K24	HP1504101T2D	ERX1701050	ERR1630717	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630717/ERR1630717.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_K4	HP1504101T2D	ERX1701052	ERR1630719	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630719/ERR1630719.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_K8	HP1504101T2D	ERX1701056	ERR1630723	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630723/ERR1630723.fastq.gz	type II diabetes mellitus	gamma cell
HP1504101T2D_L1	HP1504101T2D	ERX1701058	ERR1630725	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630725/ERR1630725.fastq.gz	type II diabetes mellitus	gamma cell
HP1504101T2D_L10	HP1504101T2D	ERX1701059	ERR1630726	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630726/ERR1630726.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_L11	HP1504101T2D	ERX1701060	ERR1630727	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630727/ERR1630727.fastq.gz	type II diabetes mellitus	delta cell
HP1504101T2D_L12	HP1504101T2D	ERX1701061	ERR1630728	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630728/ERR1630728.fastq.gz	type II diabetes mellitus	not applicable
HP1504101T2D_L13	HP1504101T2D	ERX1701062	ERR1630729	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630729/ERR1630729.fastq.gz	type II diabetes mellitus	gamma cell
HP1504101T2D_L14	HP1504101T2D	ERX1701063	ERR1630730	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630730/ERR1630730.fastq.gz	type II diabetes mellitus	acinar cell
HP1504101T2D_L15	HP1504101T2D	ERX1701064	ERR1630731	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630731/ERR1630731.fastq.gz	type II diabetes mellitus	gamma cell
HP1504101T2D_L18	HP1504101T2D	ERX1701067	ERR1630734	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630734/ERR1630734.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_L19	HP1504101T2D	ERX1701068	ERR1630735	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630735/ERR1630735.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_L2	HP1504101T2D	ERX1701069	ERR1630736	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630736/ERR1630736.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_L21	HP1504101T2D	ERX1701071	ERR1630738	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630738/ERR1630738.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_L23	HP1504101T2D	ERX1701073	ERR1630740	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630740/ERR1630740.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_L24	HP1504101T2D	ERX1701074	ERR1630741	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630741/ERR1630741.fastq.gz	type II diabetes mellitus	gamma cell
HP1504101T2D_L3	HP1504101T2D	ERX1701075	ERR1630742	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630742/ERR1630742.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_L4	HP1504101T2D	ERX1701076	ERR1630743	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630743/ERR1630743.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_L5	HP1504101T2D	ERX1701077	ERR1630744	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630744/ERR1630744.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_L7	HP1504101T2D	ERX1701079	ERR1630746	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630746/ERR1630746.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_L8	HP1504101T2D	ERX1701080	ERR1630747	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630747/ERR1630747.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_M1	HP1504101T2D	ERX1701082	ERR1630749	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630749/ERR1630749.fastq.gz	type II diabetes mellitus	gamma cell
HP1504101T2D_M10	HP1504101T2D	ERX1701083	ERR1630750	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630750/ERR1630750.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_M13	HP1504101T2D	ERX1701086	ERR1630753	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630753/ERR1630753.fastq.gz	type II diabetes mellitus	not applicable
HP1504101T2D_M15	HP1504101T2D	ERX1701088	ERR1630755	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630755/ERR1630755.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_M18	HP1504101T2D	ERX1701091	ERR1630758	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630758/ERR1630758.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_M19	HP1504101T2D	ERX1701092	ERR1630759	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630759/ERR1630759.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_M2	HP1504101T2D	ERX1701093	ERR1630760	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630760/ERR1630760.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_M21	HP1504101T2D	ERX1701095	ERR1630762	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630762/ERR1630762.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_M23	HP1504101T2D	ERX1701097	ERR1630764	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630764/ERR1630764.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_M24	HP1504101T2D	ERX1701098	ERR1630765	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630765/ERR1630765.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_M3	HP1504101T2D	ERX1701099	ERR1630766	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630766/ERR1630766.fastq.gz	type II diabetes mellitus	gamma cell
HP1504101T2D_M4	HP1504101T2D	ERX1701100	ERR1630767	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630767/ERR1630767.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_M5	HP1504101T2D	ERX1701101	ERR1630768	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630768/ERR1630768.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_M6	HP1504101T2D	ERX1701102	ERR1630769	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630769/ERR1630769.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_M7	HP1504101T2D	ERX1701103	ERR1630770	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630770/ERR1630770.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_M8	HP1504101T2D	ERX1701104	ERR1630771	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630771/ERR1630771.fastq.gz	type II diabetes mellitus	epsilon cell
HP1504101T2D_M9	HP1504101T2D	ERX1701105	ERR1630772	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630772/ERR1630772.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_N1	HP1504101T2D	ERX1701106	ERR1630773	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630773/ERR1630773.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_N10	HP1504101T2D	ERX1701107	ERR1630774	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630774/ERR1630774.fastq.gz	type II diabetes mellitus	beta cell
HP1504101T2D_N12	HP1504101T2D	ERX1701109	ERR1630776	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630776/ERR1630776.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_N13	HP1504101T2D	ERX1701110	ERR1630777	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630777/ERR1630777.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_N14	HP1504101T2D	ERX1701111	ERR1630778	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630778/ERR1630778.fastq.gz	type II diabetes mellitus	not applicable
HP1504101T2D_N15	HP1504101T2D	ERX1701112	ERR1630779	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630779/ERR1630779.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_N16	HP1504101T2D	ERX1701113	ERR1630780	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630780/ERR1630780.fastq.gz	type II diabetes mellitus	gamma cell
HP1504101T2D_N17	HP1504101T2D	ERX1701114	ERR1630781	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630781/ERR1630781.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_N19	HP1504101T2D	ERX1701116	ERR1630783	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630783/ERR1630783.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_N2	HP1504101T2D	ERX1701117	ERR1630784	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630784/ERR1630784.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_N20	HP1504101T2D	ERX1701118	ERR1630785	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630785/ERR1630785.fastq.gz	type II diabetes mellitus	gamma cell
HP1504101T2D_N21	HP1504101T2D	ERX1701119	ERR1630786	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630786/ERR1630786.fastq.gz	type II diabetes mellitus	delta cell
HP1504101T2D_N22	HP1504101T2D	ERX1701120	ERR1630787	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630787/ERR1630787.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_N24	HP1504101T2D	ERX1701122	ERR1630789	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630789/ERR1630789.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_N5	HP1504101T2D	ERX1701125	ERR1630792	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630792/ERR1630792.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_N6	HP1504101T2D	ERX1701126	ERR1630793	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630793/ERR1630793.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_N7	HP1504101T2D	ERX1701127	ERR1630794	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630794/ERR1630794.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_N8	HP1504101T2D	ERX1701128	ERR1630795	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630795/ERR1630795.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_N9	HP1504101T2D	ERX1701129	ERR1630796	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630796/ERR1630796.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_O10	HP1504101T2D	ERX1701131	ERR1630798	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630798/ERR1630798.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_O11	HP1504101T2D	ERX1701132	ERR1630799	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630799/ERR1630799.fastq.gz	type II diabetes mellitus	gamma cell
HP1504101T2D_O12	HP1504101T2D	ERX1701133	ERR1630800	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630800/ERR1630800.fastq.gz	type II diabetes mellitus	beta cell
HP1504101T2D_O13	HP1504101T2D	ERX1701134	ERR1630801	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630801/ERR1630801.fastq.gz	type II diabetes mellitus	alpha cell
HP1504101T2D_O14	HP1504101T2D	ERX1701135	ERR1630802	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630802/ERR1630802.fastq.gz	type II diabetes mellitus	alpha cell
